Internal ID,Date,Print,Document Number,Name,PO/Check Number,Status,Tracking Numbers,Memo,Currency,Amount (Foreign Currency),Amount,Scrap Moved,Delivery Date,AM Work Order Code,Related PO #,Integration Status,Acknowledgement Status,INVOICE,Freight Cost $,Freight Price $,SAW Stamp Required,Preferred Entity Bank,Vendor Bank Fees,Bank Fee,SINGLE PWO WORK ORDER REF#,LOT/SERIAL===>BIN=====>QTY,Coil Receipt Info #,confirmation,Paint Process Completed,FREIGHT PROCESS COMPLETED,PWO Reference#,Old Adj Order,PWO Waiting on Material,Shipping Cost
10001313,09/17/2019,Print,SO52-04332,ROOF DRAINAGE COMPONENTS & ACC,12418,Pending Approval,,,USA,$10,208.00,10208,,,,,,,,,,,,,,,,,,,,,No,No,
10001311,09/17/2019,Print,SO51-02034,RONDOUT CONTRACTING CO : KINGSTON - TCC001,ANDIES / SHADY,Pending Approval,,,USA,$7,589.60,7589.6,,,,,,,,,,,,,,,,,,,,,No,No,473.85
10001307,09/17/2019,Print,SO33-00196,Mazzella Inventory Company - Customer,P189379,Pending Fulfillment,,,USA,$42,418.53,42418.53,,,,,,,,,,,,,,,,,,,,,No,No,
10001303,09/17/2019,Print,SO54-03821,THE ROOFING COMPANY,20405,Pending Fulfillment,,,USA,$2,705.00,2705,,,,,,,,,,,,,,,,,,,,,No,No,0
10001294,09/17/2019,Print,SO52-04331,METALQUARTERS, INC.,6175,Pending Approval,,,USA,$2,028.84,2028.84,,,,,,,,,,,,,,,,,,,,,No,No,
10001286,09/17/2019,Print,SO52-04330,4M METALS,13804 - ROOFING CO / K-MART,Pending Fulfillment,,,USA,$890.00,890,,,,,,,,,,,,,,PWO52-04330-14211,331131-01,PUTAWAY Acworth,250.0@,,,,,,No,No,
10001285,09/17/2019,Print,SO54-03820,D&M ROOFING & SHEET METAL LLC,James walk in,Billed,,,USA,$196.65,196.65,,,,,,,,,,,,,,,,,,,,,No,No,0
10001281,09/17/2019,Print,SO54-03819,THE ROOFING COMPANY,20356,Pending Fulfillment,,,USA,$2,705.00,2705,,,,,,,,,,,,,,,,,,,,,No,No,0
10001276,09/17/2019,Print,SO54-03818,Division 7 Sheet Metal,Advanced,Pending Fulfillment,,,USA,$540.00,540,,,,,,,,,,,,,,,,,,,,,No,No,
10001275,09/17/2019,Print,SO33-00195,Mazzella Inventory Company - Customer,P189377,Partially Fulfilled,,,USA,$52,082.50,52082.5,,,,,,,,,,,,,,,,,,,,,No,No,
10001268,09/17/2019,Print,SO54-03817,COLORADO METAL SOURCE,Ramble,Billed,,,USA,$462.48,462.48,,,,,,,,,,,,,,,,,,,,,No,No,0
10001256,09/17/2019,Print,SO54-03816,COLORADO METAL SOURCE,Idlewild,Billed,,,USA,$280.52,280.52,,,,,,,,,,,,,,,,,,,,,No,No,0
10001255,09/17/2019,Print,SO52-04329,affordable metal roofing,MATTE BLACK,Pending Approval,,,USA,$6,110.30,6110.3,,,,,,,,,,,,,,,,,,,,,No,No,
10001031,09/17/2019,Print,SO54-03815,COLORADO METAL SOURCE,Rhino Station,Billed,,,USA,$270.78,270.78,,,,,,,,,,,,,,,,,,,,,No,No,0
10000928,09/17/2019,Print,SO52-04328,HOWE CONTRACTING,ATL / SHOP STOCK,Pending Fulfillment,,PULL FROM STOCK,USA,$640.00,640,,,,,,,,,,,,,,,,,,,,,No,No,0
10000704,09/17/2019,Print,SO54-03814,300 Seamless Gutters LLC,Mountain Job,Billed,,,USA,$62.47,62.47,,,,,,,,,,,,,,,,,,,,,No,No,0
10000374,09/17/2019,Print,SO80-05151,Gutter Kings,Parts Verbal / Warranty,Pending Fulfillment,,,USA,$114.25,114.25,,,,,,,,,,,,,,,,,,,,,No,No,
10000338,09/17/2019,Print,SO30-00041,Intercompany - Vincenzo USA,,Partially Fulfilled,,,USA,$49,724.28,49724.28,,,,,,,,,,,,,,,,,,,,,No,No,
9999904,09/17/2019,Print,SO54-03813,THE ROOFING COMPANY,20413,Pending Fulfillment,,,USA,$3,678.80,3678.8,,,,,,,,,,,,,,,,,,,,,No,No,
9999901,09/17/2019,Print,SO80-05150,Gulf Coast Supply,Parts Verbal,Billed,1ZX917W50266110085,,USA,$337.49,337.49,,,,,,,,,,,,,,,,,,,,,No,No,
9999898,09/17/2019,Print,SO52-04327,METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10,18392 - GRIEME LOWRANCE PAISLEY,Pending Fulfillment,,,USA,$525.60,525.6,,,,,,,,,,,,,,PWO52-04327-14204,11448590200,PUTAWAY Acworth,90.0@,,,,,,No,No,
9999887,09/17/2019,Print,SO80-05149,Spectra Gutter Systems,80873,Pending Approval,,,USA,$9,008.00,9008,,,,,,,,,,,,,,,,,,,,,No,No,
9999885,09/17/2019,Print,SO52-04326,METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10,18389 - MD ROOFING 39 DARE ST,Pending Fulfillment,,PULL FROM STOCK,USA,$4,166.25,4166.25,,,,,,,,,,,,,,PWO52-04326-14200,11452091100-09,PUTAWAY Acworth,1000@,,,,,,No,No,
9999884,09/17/2019,Print,SO52-04325,4M METALS,13802 - DON JUAN / BRICKYARD,Pending Fulfillment,,,USA,$1,176.00,1176,,,,,,,,,,,,,,PWO52-04325-14209,334925-03,PUTAWAY Acworth,300.0@,,,,,,No,No,
9999550,09/17/2019,Print,SO51-02033,DUO-GARD INDUSTRIES INC,41366,Pending Fulfillment,,,USA,$6,773.42,6773.42,,,,,,,,,,,,,,,,,,,,,No,No,
9999549,09/17/2019,Print,SO54-03812,Division 7 Sheet Metal,Bolt Seamless,Pending Fulfillment,,,USA,$1,136.90,1136.9,,,,,,,,,,,,,,,,,,,,,No,No,189.26
9999326,09/17/2019,Print,SO51-02032,John Baird,STOCK - MATTE BLACK,Pending Fulfillment,,,USA,$1,568.00,1568,,,,,,,,,,,,,,,,,,,,,No,No,
9999118,09/17/2019,Print,SO54-03811,Architectural Sheet Metal&Panels,LLC DBA Architectural Panel,PFC02776,Billed,,,USA,$1,760.00,1760,,,,,,,,,,,,,,,,,,,,,No,No,0
9999097,09/17/2019,Print,SO30-00040,Intercompany - Vincenzo USA,P189379,Partially Fulfilled,,,USA,$40,297.64,40297.64,,,,,,,,,,,,,,,,,,,,,No,No,
9998993,09/17/2019,Print,SO51-02031,WALNUT CREEK METALS,5345,Pending Fulfillment,,,USA,$10,183.95,10183.95,,,,,,,,,,,,,,,,,,,,,No,No,
9998050,09/17/2019,Print,SO54-03810,Retro Custom Metals (SMI),24331,Pending Fulfillment,,,USA,$1,305.00,1305,,,,,,,,,,,,,,,,,,,,,No,No,181.4
9997933,09/17/2019,Print,SO51-02030,Specialty Construction Inc,GLASSHOUSE,Pending Approval,,,USA,$2,770.00,2770,,,,,,,,,,,,,,,,,,,,,No,No,140.44
9997517,09/17/2019,Print,SO54-03809,METRO METAL SUPPLY, INC.,4304,Pending Fulfillment,,,USA,$50.00,50,,,,,,,,,,,,,,,,,,,,,No,No,0
9997302,09/17/2019,Print,SO55LM-00411,Peterson Construction,,Pending Fulfillment,,,USA,$3,840.00,3840,,,,,,,,,,,,,,PWO55LM-00411-14184,1415408-02,PUTAWAY La Mirada,960.0@,,,,,,No,No,0
9997298,09/17/2019,Print,SO54-03808,CALEBS MANAGEMENT ENT INC (EXEMPT),10878,Billed,,,USA,$2,554.00,2554,,,,,,,,,,,,,,,,,,,,,No,No,0
9997291,09/17/2019,Print,SO33-00194,Mazzella Inventory Company - Customer,P189076,Pending Fulfillment,,,USA,$13,447.82,13447.82,,,,,,,,,,,,,,,,,,,,,No,No,
9995864,09/17/2019,Print,SO54-03807,ES Services,Ed Walk In,Billed,,,USA,$54.25,54.25,,,,,,,,,,,,,,,,,,,,,No,No,0
9995855,09/17/2019,Print,SO54-03806,Metal Direct LLC,1991,Pending Approval,,,USA,$52.00,52,,,,,,,,,,,,,,,,,,,,,No,No,0
9995833,09/17/2019,Print,SO54-03805,FLATIRON STEEL,Schroeder - 19CN086,Pending Fulfillment,,,USA,$50.00,50,,,,,,,,,,,,,,,,,,,,,No,No,0
9995727,09/17/2019,Print,SO55LM-00410,Action Roofing Inc,,Billed,,,USA,$210.24,210.24,,,,,,,,,,,,,,,,,,,,,No,No,0
9995617,09/17/2019,Print,SO80-05148,ABC Supply Company - Billings #388,92130881,Pending Fulfillment,,,USA,$9,308.00,9308,,,,,,,,,,,,,,,,,,,,,No,No,
9995615,09/17/2019,Print,SO53-01849,Roofs Inc,Ag Texas,Pending Fulfillment,,,USA,$44.00,44,,,,,,,,,,,,,,,,,,,,,No,No,
9995505,09/17/2019,Print,SO54-03804,JAGGER ROOFING,11815,Pending Fulfillment,,,USA,$487.40,487.4,,,,,,,,,,,,,,,,,,,,,No,No,0
9995395,09/17/2019,Print,SO51-02029,PMH & SON METAL ROOFING,,Pending Fulfillment,,,USA,$15,536.96,15536.96,,,,,,,,,,,,,,,,,,,,,No,No,589.07
9995288,09/17/2019,Print,SO52-04324,METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10,18388 - EASTER CORP. KANNAOPLIS,Pending Fulfillment,,HOT SHEET ORDER,USA,$1,900.00,1900,,,,,,,,,,,,,,PWO52-04324-14202,,,,,,,No,No,
9994880,09/17/2019,Print,SO54-03803,Formula Roofing,1926,Billed,,,USA,$277.27,277.27,,,,,,,,,,,,,,,,,,,,,No,No,0
9994879,09/17/2019,Print,SO80-05147,Modern Builders Supply Inc.,32-312452-0533,Pending Fulfillment,,,USA,$7,552.00,7552,,,,,,,,,,,,,,,,,,,,,No,No,
9994866,09/17/2019,Print,SO52-04323,METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10,18386 -  EXT. CONTRACT SERVICES - COBURG,Pending Fulfillment,,,USA,$1,470.00,1470,,,,,,,,,,,,,,PWO52-04323-14208,97646-02,PUTAWAY Acworth,450.0@,,,,,,No,No,
9994748,09/17/2019,Print,SO54-03802,BRIDGER STEEL INC - BELGRADE : EVANSVILLE - BSC005,IPO-5522,Billed,,,USA,$4,800.00,4800,,,,,,,,,,,,,,,,,,,,,No,No,
9994646,09/17/2019,Print,SO80-05146,Karr's Building Supply,2019-217,Billed,1ZX917W50366137037,,USA,$73.40,73.4,,,,,,,,,,,,,,,,,,,,,No,No,
9994538,09/17/2019,Print,SO51-02028,BRADCO SUPPLY COMPANY,92131551,Pending Fulfillment,,,USA,$180.00,180,,,,,,,,,,,,,,,,,,,,,No,No,
9994432,09/17/2019,Print,SO52-04322,REED'S METAL MANUFACTURING INC.,2095 - TADLOCK,Pending Fulfillment,,,USA,$6,394.60,6394.6,,,,,,,,,,,,,,PWO52-04322-14179,330154-04,PUTAWAY Acworth,280.0@,,,,,,No,Yes,
9994228,09/17/2019,Print,SO54-03801,BRIDGER STEEL INC - BELGRADE : EVANSVILLE - BSC005,IPO-5525,Pending Fulfillment,,,USA,$476.00,476,,,,,,,,,,,,,,,,,,,,,No,No,0
9994025,09/17/2019,Print,SO51-02027,WALNUT CREEK METALS,5344,Pending Fulfillment,,,USA,$7,056.71,7056.71,,,,,,,,,,,,,,,,,,,,,No,No,
9994023,09/17/2019,Print,SO80-05145,Fazzio's,Samples,Billed,1ZX917W50367142047,,USA,$0.00,0,,,,,,,,,,,,,,,,,,,,,No,No,
9994022,09/17/2019,Print,SO54-03800,Z-CRAFT,Shop Stock,Partially Fulfilled,,,USA,$2,707.75,2707.75,,,,,,,,,,,,,,,,,,,,,No,No,0
9993519,09/17/2019,Print,SO53-01848,DISTINCTIVE ROOFING,G+,Pending Fulfillment,,,USA,$9,661.68,9661.68,,,,,,,,,,,,,,,,,,,,,No,No,
9993316,09/17/2019,Print,SO51-02026,John Baird,ALLIED BUILDERS SUPPLY,Pending Fulfillment,,,USA,$3,056.85,3056.85,,,,,,,,,,,,,,,,,,,,,No,No,
9993315,09/17/2019,Print,SO54-03799,METAL ROOFING SOLUTIONS,92,Billed,,,USA,$468.00,468,,,,,,,,,,,,,,,,,,,,,No,No,0
9993113,09/17/2019,Print,SO54-03798,Wheatland Steel & Trim LLC,Brett,Billed,,,USA,$1,258.50,1258.5,,,,,,,,,,,,,,,,,,,,,No,No,307.86
9991999,09/17/2019,Print,SO33-00193,Mazzella Inventory Company - Customer,p184300,Partially Fulfilled,,,USA,$23,663.52,23663.52,,,,,,,,,,,,,,,,,,,,,No,No,
9991784,09/17/2019,Print,SO52-04321,METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10,18383 - CAPITAL CITY MLK,Pending Fulfillment,,,USA,$8,184.00,8184,,,,,,,,,,,,,,,,,,,,,No,Yes,
9991776,09/17/2019,Print,SO54-03797,COLORADO METAL SOURCE,12368 1169 Birch ST,Billed,,,USA,$1,624.65,1624.65,,,,,,,,,,,,,,,,,,,,,No,No,0
9991770,09/17/2019,Print,SO51-02025,Specialty Construction Inc,SIERRA TAN,Pending Approval,,,USA,$5,522.40,5522.4,,,,,,,,,,,,,,,,,,,,,No,No,190.63
9991759,09/17/2019,Print,SO54-03796,COLORADO METAL SOURCE,Shop Stock,Billed,,,USA,$1,624.65,1624.65,,,,,,,,,,,,,,,,,,,,,No,No,0
9991755,09/17/2019,Print,SO52-04320,METAL ROOFING SYSTEMS, INC. : STANLEY - MRSI00-1,35320 - CITYSCAPE OUTBACK,Pending Fulfillment,,,USA,$6,311.25,6311.25,,,,,,,,,,,,,,PWO52-04320-14173,11473350100,PUTAWAY Acworth,500.0@,,,,,,No,No,
9991539,09/17/2019,Print,SO53-01847,Commercial Roofs of Texas,104,Pending Approval,,,USA,$799.20,799.2,,,,,,,,,,,,,,,,,,,,,No,No,
9991536,09/17/2019,Print,SO30-00039,Intercompany - Vincenzo USA,P189074,Partially Fulfilled,,,USA,$12,099.74,12099.74,,,,,,,,,,,,,,,,,,,,,No,No,
9991535,09/17/2019,Print,SO52-04319,METAL ROOFING SYSTEMS, INC. : CONWAY - MRSI00-10,18384 - ADs METAL,Pending Fulfillment,,PULL FROM STOCK,USA,$1,586.27,1586.27,,,,,,,,,,,,,,PWO52-04319-14169,11459990300-03,PUTAWAY Acworth,800@,,,,,,No,No,
9991534,09/17/2019,Print,SO33-00192,Mazzella Inventory Company - Customer,P189074,Partially Fulfilled,,,USA,$12,736.58,12736.58,,,,,,,,,,,,,,,,,,,,,No,No,
9991327,09/17/2019,Print,SO51-02024,AVON LAKE SHEET METAL CO. INC.,P37929,Pending Fulfillment,,,USA,$300.00,300,,,,,,,,,,,,,,,,,,,,,No,No,
9991220,09/17/2019,Print,SO54-03795,Advanced Metal Solutions LLC (SMI),Andy's House,Billed,,,USA,$600.00,600,,,,,,,,,,,,,,,,,,,,,No,No,100
9991216,09/17/2019,Print,SO52-04318,A & W Contracting, Inc.,248259,Pending Fulfillment,,,USA,$780.00,780,,,,,,,,,,,,,,,333684-02,PUTAWAY Acworth,75.0@,,,,,,No,No,
9991003,09/17/2019,Print,SO52-04317,HOWE CONTRACTING : RIDGELAND - HSA001,SAV / KELLY CARON LOT 7,Pending Fulfillment,,,USA,$4,588.00,4588,,,,,,,,,,,,,,PWO52-04317-14164,331325-01-04,PUTAWAY Acworth,4@,,,,,,No,No,
9990893,09/17/2019,Print,SO52-04316,4M METALS,13798 - DON JUAN / SWEET OLIVE,Pending Fulfillment,,,USA,$1,260.00,1260,,,,,,,,,,,,,,PWO52-04316-14210,525980400G,PUTAWAY Acworth,500.0@,,,,,,No,No,
9990890,09/17/2019,Print,SO80-05144,Paul's Metal Roofing & Guttering - Cayman Islands,Parts Verbal,Billed,1ZX917W50166703419,,USA,$1,493.86,1493.86,,,,,,,,,,,,,,,,,,,,,No,No,
9990889,09/17/2019,Print,SO53-01846,GIDEON STEEL PANEL COMPANY,8963,Pending Fulfillment,,Mike - Email,USA,$2,878.40,2878.4,,,,,,,,,,,,,,,,,,,,,No,No,
9990886,09/17/2019,Print,SO54-03794,Western Architectural Metals (SMI),648896,Pending Fulfillment,,,USA,$750.00,750,,,,,,,,,,,,,,,,,,,,,No,No,0
9990885,09/17/2019,Print,SO54-03793,Architectural Sheet Metal&Panels,LLC DBA Architectural Panel,PFC02784,Pending Fulfillment,,,USA,$460.00,460,,,,,,,,,,,,,,PWO54-03793-14191,1420580-02,PUTAWAY Denver,100.0@,,,,,,No,No,0
9990779,09/17/2019,Print,SO30-00038,Intercompany - Vincenzo USA,,Pending Billing/Partially Fulfilled,,,USA,$22,594.68,22594.68,,,,,,,,,,,,,,,,,,,,,No,No,
9990678,09/17/2019,Print,SO53-01845,MATT BELL CONSTRUCTION,Pre-Weathered,Pending Approval,,,USA,$171.07,171.07,,,,,,,,,,,,,,,,,,,,,No,No,
9990667,09/17/2019,Print,SO52-04315,STREAMLINE ROOFING & CONST.,STOCK - GALVPLUS,Pending Fulfillment,,,USA,$37,625.00,37625,,,,,,,,,,,,,,,,,,,,,No,No,
9990232,09/17/2019,Print,SO52-04314,DALLAS METALS,AFFORDABLE AWNING,Pending Fulfillment,,PULL FROM STOCK,USA,$322.03,322.03,,,,,,,,,,,,,,PWO52-04314-14160,334149-02-27,PUTAWAY Acworth,6@,,,,,,No,No,0
9990229,09/17/2019,Print,SO54-03792,GOLKE BROS LLC,Coyote,Pending Fulfillment,,,USA,$1,940.00,1940,,,,,,,,,,,,,,,,,,,,,No,No,
9990108,09/17/2019,Print,SO33-00191,Mazzella Inventory Company - Customer,P189073,Partially Fulfilled,,,USA,$20,705.76,20705.76,,,,,,,,,,,,,,,,,,,,,No,No,
9990101,09/17/2019,Print,SO54-03791,Western Architectural Metals (SMI),648895,Billed,,,USA,$864.00,864,,,,,,,,,,,,,,,,,,,,,No,No,0
9989991,09/17/2019,Print,SO54-03790,METAL ROOFING SOLUTIONS,1487,Billed,,,USA,$637.50,637.5,,,,,,,,,,,,,,,,,,,,,No,No,0
9989885,09/17/2019,Print,SO53-01844,CENTRAL TEXAS METAL ROOFING,9377,Pending Fulfillment,,,USA,$44.00,44,,,,,,,,,,,,,,,,,,,,,No,No,
9989467,09/17/2019,Print,SO53-01843,DIVERSIFIED PROTECTIVE SYSTEMS DBA CUSTOM METAL ROOF SYSTEMS,Shop,Pending Fulfillment,,,USA,$140.73,140.73,,,,,,,,,,,,,,,,,,,,,No,No,
9989454,09/17/2019,Print,SO54-03789,Western Architectural Metals (SMI),648895,Pending Fulfillment,,,USA,$4,934.75,4934.75,,,,,,,,,,,,,,,,,,,,,No,No,0
9989352,09/17/2019,Print,SO52-04313,4M METALS,13797 - 4M SHOP,Pending Fulfillment,,,USA,$1,960.00,1960,,,,,,,,,,,,,,,,,,,,,No,Yes,
9989043,09/17/2019,Print,SO53-01842,DIVERSIFIED PROTECTIVE SYSTEMS DBA CUSTOM METAL ROOF SYSTEMS,Ace,Pending Fulfillment,,,USA,$6,344.59,6344.59,,,,,,,,,,,,,,,,,,,,,No,No,
9988836,09/17/2019,Print,SO53-01841,DIVERSIFIED PROTECTIVE SYSTEMS DBA CUSTOM METAL ROOF SYSTEMS,Folder Masada,Pending Fulfillment,,,USA,$4,865.08,4865.08,,,,,,,,,,,,,,,,,,,,,No,No,
9988824,09/17/2019,Print,SO80-05143,Byler Seamless Gutters - OH,Signed Quote Q80-01851,Pending Fulfillment,,,USA,$8,267.79,8267.79,,,,,,,,,,,,,,,,,,,,,No,No,
9988420,09/17/2019,Print,SO30-00037,Intercompany - Vincenzo USA,,Partially Fulfilled,,,USA,$30,952.56,30952.56,,,,,,,,,,,,,,,,,,,,,No,No,
9988419,09/17/2019,Print,SO52-04312,BEACH METAL ROOFING SUPPLY, INC.,4660,Pending Fulfillment,,,USA,$740.00,740,,,,,,,,,,,,,,PWO52-04312-14155,331294-01-04,PUTAWAY Acworth,400.0@,,,,,,No,No,
9988414,09/17/2019,Print,SO53-01840,J Wales Home Solutions,100,Pending Fulfillment,,,USA,$158.05,158.05,,,,,,,,,,,,,,,,,,,,,No,No,
9988310,09/17/2019,Print,SO51-02023,John Baird,STOW HS - 2 INCH MECH. CLIPS,Pending Fulfillment,,,USA,$5,842.00,5842,,,,,,,,,,,,,,,,,,,,,No,No,
9988306,09/17/2019,Print,SO52-04311,4M METALS,13795 - ROOF CRAFTERS / FAIRFIELD,Pending Fulfillment,,,USA,$1,340.00,1340,,,,,,,,,,,,,,PWO52-04311-14161,4110418232-3,PUTAWAY Acworth,500.0@,,,,,,No,No,
9988302,09/17/2019,Print,SO53-01839,J Wales Home Solutions,99,Billed,,,USA,$605.12,605.12,,,,,,,,,,,,,,,,,,,,,No,No,
9988100,09/17/2019,Print,SO80-05142,Extreme Metal Fabricators - FL,Parts Verbal,Billed,1ZX917W50167398829,,USA,$719.55,719.55,,,,,,,,,,,,,,,,,,,,,No,No,
9988096,09/17/2019,Print,SO54-03788,COMMERCIAL SHEET METAL INC.,831244,Billed,,,USA,$54.47,54.47,,,,,,,,,,,,,,,,,,,,,No,No,0
9988093,09/17/2019,Print,SO80-05141,Spectra Gutter Systems,80850,Pending Fulfillment,,,USA,$7,248.00,7248,,,,,,,,,,,,,,,,,,,,,No,No,
9988091,09/17/2019,Print,SO51-02022,METAL FORMED GOODS COMPANY,DARK BRONZE SHEETS,Pending Fulfillment,,,USA,$2,280.00,2280,,,,,,,,,,,,,,,,,,,,,No,No,
9988087,09/17/2019,Print,SO53-01838,Finished Work Roofing & Construction,Vogt,Pending Fulfillment,,Troy - Email to D,USA,$8,914.17,8914.17,,,,,,,,,,,,,,PWO53-01838-14206,334031-02,PUTAWAY Arlington,950.0@,,,,,,No,No,
9988086,09/17/2019,Print,SO80-05140,Burkholder Brothers,Parts Verbal,Pending Fulfillment,,,USA,$2,000.00,2000,,,,,,,,,,,,,,,,,,,,,No,No,
9988074,09/17/2019,Print,SO53-01837,Finished Work Roofing & Construction,Primeaux,Pending Fulfillment,,Troy - Email to D,USA,$7,063.20,7063.2,,,,,,,,,,,,,,PWO53-01837-14207,324367-01,PUTAWAY Arlington,900.0@,,,,,,No,No,
9987862,09/17/2019,Print,SO80-05139,A & S Fabrication LLC,Service Work,Billed,,,USA,$657.78,657.78,,,,,,,,,,,,,,,,,,,,,No,No,
9987734,09/17/2019,Print,SO53-01836,Copper Nail Roofing (SMI),4640 Allencrest,Billed,,,USA,$311.47,311.47,,,,,,,,,,,,,,,,,,,,,No,No,
9987523,09/17/2019,Print,SO33-00190,Mazzella Inventory Company - Customer,P189072,Partially Fulfilled,,,USA,$15,569.76,15569.76,,,,,,,,,,,,,,,,,,,,,No,No,
9987520,09/17/2019,Print,SO52-04310,GLENN HARRISON ENT, INC-C.I.A. dba METAL MASTERS,Charcoal Paint pen,Billed,,,USA,$28.00,28,,,,,,,,,,,,,,,,,,,,,No,No,
9987406,09/17/2019,Print,SO53-01835,SOUTH TEXAS METAL ROOFING,Dark B alum,Pending Fulfillment,,,USA,$1,002.90,1002.9,,,,,,,,,,,,,,,,,,,,,No,No,
9987145,09/17/2019,Print,SO53-01834,Roofs Inc,Fazolis Midland,Pending Fulfillment,,,USA,$352.00,352,,,,,,,,,,,,,,,,,,,,,No,No,
9987136,09/17/2019,Print,SO52-04308,STREAMLINE ROOFING & CONST.,10133,Pending Fulfillment,,PULL FROM STOCK,USA,$4,842.34,4842.34,,,,,,,,,,,,,,PWO52-04308-14135,97577-01-08,PUTAWAY Acworth,1287@,,,,,,No,No,
9987109,09/17/2019,Print,SO52-04307,UNION CORRUGATING COMPANY : OCALA - UCC000-6,25782,Pending Fulfillment,,,USA,$1,592.50,1592.5,,,,,,,,,,,,,,,333652-01,PUTAWAY Acworth,350.0@,,,,,,No,No,178.14
9986056,09/16/2019,Print,SO51-02021,ABC SUPPLY - ADMIRAL : SPRINGFIELD - ABP004,92127116,Pending Fulfillment,,,USA,$9,475.00,9475,,,,,,,,,,,,,,,,,,,,,No,No,
9986007,09/16/2019,Print,SO54-03787,MB Sheet Metal, Inc/Affiliate of MB Roofing, Inc,24005 Battlefield Weather Facility,Pending Fulfillment,,,USA,$26,235.40,26235.4,,,,,,,,,,,,,,,,,,,,,No,No,0
9985901,09/16/2019,Print,SO80-05138,Metal Construction Solutions,Parts Verbal,Billed,1ZX917W50367048462,,USA,$768.38,768.38,,,,,,,,,,,,,,,,,,,,,No,No,
9985698,09/16/2019,Print,SO54-03786,J&P ROOFING,1906328,Pending Fulfillment,,,USA,$8,184.96,8184.96,,,,,,,,,,,,,,PWO54-03786-14181,1420539-03,PUTAWAY Denver,1147.0@,,,,,,No,No,0
